Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AGE	Peptides FPS	Razor + unique peptides AGE	Razor + unique peptides FPS	Unique peptides AGE	Unique peptides FPS	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Identification type AGE	Identification type FPS	Reporter intensity corrected 1 AGE	Reporter intensity corrected 2 AGE	Reporter intensity corrected 3 AGE	Reporter intensity corrected 4 AGE	Reporter intensity corrected 5 AGE	Reporter intensity corrected 6 AGE	Reporter intensity corrected 7 AGE	Reporter intensity corrected 8 AGE	Reporter intensity corrected 9 AGE	Reporter intensity corrected 10 AGE	Reporter intensity corrected 11 AGE	Reporter intensity corrected 1 FPS	Reporter intensity corrected 2 FPS	Reporter intensity corrected 3 FPS	Reporter intensity corrected 4 FPS	Reporter intensity corrected 5 FPS	Reporter intensity corrected 6 FPS	Reporter intensity corrected 7 FPS	Reporter intensity corrected 8 FPS	Reporter intensity corrected 9 FPS	Reporter intensity corrected 10 FPS	Reporter intensity corrected 11 FPS	Reporter intensity 1 AGE	Reporter intensity 2 AGE	Reporter intensity 3 AGE	Reporter intensity 4 AGE	Reporter intensity 5 AGE	Reporter intensity 6 AGE	Reporter intensity 7 AGE	Reporter intensity 8 AGE	Reporter intensity 9 AGE	Reporter intensity 10 AGE	Reporter intensity 11 AGE	Reporter intensity 1 FPS	Reporter intensity 2 FPS	Reporter intensity 3 FPS	Reporter intensity 4 FPS	Reporter intensity 5 FPS	Reporter intensity 6 FPS	Reporter intensity 7 FPS	Reporter intensity 8 FPS	Reporter intensity 9 FPS	Reporter intensity 10 FPS	Reporter intensity 11 FPS	Reporter intensity count 1 AGE	Reporter intensity count 2 AGE	Reporter intensity count 3 AGE	Reporter intensity count 4 AGE	Reporter intensity count 5 AGE	Reporter intensity count 6 AGE	Reporter intensity count 7 AGE	Reporter intensity count 8 AGE	Reporter intensity count 9 AGE	Reporter intensity count 10 AGE	Reporter intensity count 11 AGE	Reporter intensity count 1 FPS	Reporter intensity count 2 FPS	Reporter intensity count 3 FPS	Reporter intensity count 4 FPS	Reporter intensity count 5 FPS	Reporter intensity count 6 FPS	Reporter intensity count 7 FPS	Reporter intensity count 8 FPS	Reporter intensity count 9 FPS	Reporter intensity count 10 FPS	Reporter intensity count 11 FPS	Sequence coverage AGE [%]	Sequence coverage FPS [%]	Intensity	Intensity AGE	Intensity FPS	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q07936;Q07936-2	Q07936;Q07936-2	22;21	22;21	22;21	Annexin A2	Anxa2	sp|Q07936|ANXA2_RAT Annexin A2 OS=Rattus norvegicus OX=10116 GN=Anxa2 PE=1 SV=2;sp|Q07936-2|ANXA2_RAT Isoform Long of Annexin A2 OS=Rattus norvegicus OX=10116 GN=Anxa2	2	22	22	22	22	22	22	22	22	22	66.7	66.7	66.7	38.678	339	339;341	4.07	43	48	46	65	47	34	28	24	0	323.31	By MS/MS	By MS/MS	941200000	867010000	25978000	20018000	797300000	943250000	903270000	1041100000	1359200000	1187000000	1142000000	520520000	565540000	4556200	580310000	4094800	466200000	500000000	605300000	522110000	752360000	502490000	876540000	805830000	99010000	88395000	767380000	904090000	922170000	1058000000	1355100000	1153200000	1108400000	484690000	527760000	39689000	589260000	15478000	483910000	480580000	612810000	529500000	728740000	485340000	56	56	38	21	56	57	57	66	66	66	66	58	58	45	58	41	58	58	66	66	66	66	66.7	66.7	1059100000000	595520000000	463600000000	380				1089	274;717;1480;3712;4241;4666;7382;7749;9259;9349;9350;9422;9894;10434;10653;11088;11480;11494;11647;12348;12368;14119	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	281;741;1534;3827;4369;4807;7605;7981;9599;9693;9694;9769;10247;10802;10803;11032;11033;11480;11881;11895;12051;12052;12776;12796;14600	1552;1553;1554;1555;1556;1557;3955;3956;3957;3958;3959;3960;3961;3962;3963;3964;3965;3966;3967;7867;7868;7869;7870;7871;7872;7873;7874;7875;7876;7877;7878;7879;7880;7881;19675;19676;19677;19678;19679;19680;19681;19682;19683;19684;19685;19686;19687;19688;19689;19690;19691;19692;22418;22419;22420;22421;22422;22423;22424;22425;22426;22427;22428;22429;22430;22431;22432;22433;22434;22435;22436;22437;22438;22439;24553;24554;24555;24556;24557;24558;24559;24560;24561;24562;24563;24564;24565;24566;24567;24568;24569;24570;24571;24572;24573;24574;24575;24576;24577;24578;39188;39189;39190;39191;39192;40951;40952;40953;40954;40955;40956;40957;40958;40959;40960;40961;40962;40963;40964;40965;40966;40967;40968;48950;48951;48952;48953;48954;48955;48956;49353;49354;49355;49356;49357;49358;49359;49360;49361;49362;49363;49364;49365;49366;49367;49368;49369;49370;49371;49372;49373;49374;49375;49376;49716;49717;49718;49719;49720;49721;49722;49723;49724;51742;51743;51744;51745;51746;51747;51748;51749;51750;51751;51752;51753;51754;51755;51756;51757;51758;51759;51760;51761;54069;54070;54071;54072;54073;54074;54075;54076;54077;54078;55260;55261;55262;55263;55264;55265;55266;55267;55268;55269;55270;57523;57524;57525;57526;57527;57528;57529;57530;57531;57532;57533;57534;57535;57536;57537;57538;57539;57540;57541;57542;59414;59415;59416;59417;59418;59419;59420;59421;59422;59423;59424;59425;59426;59427;59428;59429;59430;59431;59432;59433;59434;59435;59436;59437;59438;59439;59440;59441;59442;59443;59444;59445;59446;59447;59448;59449;59450;59451;59452;59453;59454;59455;59456;59457;59458;59459;59460;59461;59462;59463;59464;59465;59466;59502;59503;60273;60274;60275;60276;60277;60278;60279;60280;60281;60282;60283;64221;64222;64223;64224;64225;64226;64227;64228;64229;64230;64231;64232;64341;64342;64343;64344;64345;64346;64347;64348;64349;64350;64351;64352;64353;64354;64355;64356;64357;64358;64359;64360;64361;64362;64363;64364;64365;64366;74278;74279;74280;74281;74282;74283;74284	1704;1705;1706;1707;1708;1709;1710;1711;4260;4261;4262;4263;4264;4265;4266;4267;4268;4269;4270;8305;8306;8307;8308;8309;8310;8311;8312;8313;8314;8315;8316;8317;8318;8319;8320;8321;20943;20944;20945;20946;20947;20948;20949;20950;20951;20952;20953;20954;20955;20956;20957;23818;23819;23820;23821;23822;23823;23824;23825;23826;23827;23828;23829;23830;23831;23832;23833;23834;23835;23836;23837;23838;23839;23840;23841;23842;26011;26012;26013;26014;26015;26016;26017;26018;26019;26020;26021;26022;26023;26024;26025;26026;26027;26028;26029;26030;26031;26032;26033;26034;26035;41257;41258;41259;41260;43055;43056;43057;43058;43059;43060;43061;43062;43063;43064;43065;43066;43067;43068;43069;43070;43071;43072;43073;43074;43075;51278;51279;51280;51281;51282;51283;51704;51705;51706;51707;51708;51709;51710;51711;51712;51713;51714;51715;51716;51717;51718;51719;51720;51721;51722;51723;51724;51725;51726;51727;51728;51729;51730;51731;51732;51733;51734;51735;51736;51737;51738;51739;51740;52107;52108;52109;52110;52111;52112;52113;52114;52115;54185;54186;54187;54188;54189;54190;54191;54192;54193;54194;54195;54196;54197;54198;54199;54200;54201;54202;54203;54204;54205;54206;54207;54208;54209;54210;54211;54212;54213;54214;54215;56633;56634;56635;56636;56637;56638;56639;56640;56641;56642;56643;56644;57865;57866;57867;57868;57869;57870;57871;57872;60220;60221;60222;60223;60224;60225;60226;60227;60228;60229;60230;60231;60232;60233;60234;60235;60236;60237;60238;60239;60240;60241;62217;62218;62219;62220;62221;62222;62223;62224;62225;62226;62227;62228;62229;62230;62231;62232;62233;62234;62235;62236;62237;62238;62239;62240;62241;62242;62243;62244;62245;62246;62247;62248;62249;62250;62251;62252;62253;62254;62255;62256;62257;62258;62259;62260;62261;62262;62263;62264;62265;62266;62267;62268;62269;62270;62271;62272;62273;62274;62275;62276;62277;62310;63125;63126;63127;63128;63129;63130;63131;63132;63133;63134;63135;67288;67289;67290;67291;67292;67293;67294;67295;67296;67297;67298;67299;67300;67420;67421;67422;67423;67424;67425;67426;67427;67428;67429;67430;67431;67432;67433;67434;67435;67436;67437;67438;67439;67440;67441;67442;67443;67444;67445;67446;67447;67448;67449;67450;67451;67452;67453;67454;67455;67456;67457;67458;78116;78117;78118;78119	1710;4264;8305;20950;23828;26030;41257;43059;51278;51714;51735;52109;54203;56639;57867;60221;62247;62310;63134;67291;67437;78116	374;375;376	99;240;300	-1;-1
Q07984	Q07984	4	4	4	Translocon-associated protein subunit delta	Ssr4	sp|Q07984|SSRD_RAT Translocon-associated protein subunit delta OS=Rattus norvegicus OX=10116 GN=Ssr4 PE=2 SV=1	1	4	4	4	4	4	4	4	4	4	30.6	30.6	30.6	18.979	173	173	4.37	2	3	5	5	4	3	3	2	0	40.751	By MS/MS	By MS/MS	284160	417870	153.55	0	369780	284540	528490	592460	358500	466040	487310	1122700	1172100	10277	1128500	7740.9	430880	566620	590440	559560	765540	556940	264580	388350	24901	31848	358560	279110	522510	583050	376720	460370	466100	1045400	1093500	87042	1143900	22095	485570	545310	597510	569470	740450	537340	1	1	1	0	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	30.6	30.6	15306000000	7123900000	8182200000	24				1090	3091;8754;10423;13729	True;True;True;True	3185;9082;10791;14200	16274;16275;16276;16277;16278;16279;16280;16281;16282;16283;16284;16285;16286;16287;46397;46398;46399;53981;53982;53983;53984;53985;53986;72274;72275;72276;72277	17304;17305;17306;17307;17308;17309;17310;17311;17312;17313;17314;17315;17316;48646;48647;48648;48649;56551;56552;56553;75962;75963;75964;75965	17315;48646;56552;75964			-1
Q08013	Q08013	1	1	1	Translocon-associated protein subunit gamma	Ssr3	sp|Q08013|SSRG_RAT Translocon-associated protein subunit gamma OS=Rattus norvegicus OX=10116 GN=Ssr3 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	7.6	7.6	7.6	21.064	185	185	1.5	4	4							0	100.77	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6	7.6	5213600000	2473100000	2740500000	11				1091	9747	True	10100	51032;51033;51034;51035;51036;51037;51038;51039	53455;53456;53457;53458;53459;53460;53461;53462;53463;53464;53465	53462			-1
Q08163;P52481	Q08163	21;1	21;1	21;1	Adenylyl cyclase-associated protein 1	Cap1	sp|Q08163|CAP1_RAT Adenylyl cyclase-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Cap1 PE=1 SV=3	2	21	21	21	20	20	20	20	20	20	51.3	51.3	51.3	51.588	474	474;477	3.83	26	37	29	24	27	23	8	13	0	323.31	By MS/MS	By MS/MS	78135000	85717000	891610	168970	72531000	93388000	125180000	118220000	104710000	166100000	159030000	77844000	73626000	503190	77673000	770320	91660000	86687000	88872000	91791000	148020000	110170000	72757000	79660000	7119900	6409700	70043000	89894000	123590000	118790000	107470000	160250000	151730000	72480000	68716000	5275400	78919000	2477800	92452000	83595000	91417000	93057000	142130000	105710000	17	17	14	8	17	21	21	21	21	29	29	14	14	10	14	13	17	17	17	17	22	22	51.3	46.6	140310000000	69540000000	70765000000	209				1092	216;716;1446;2602;2657;2658;3652;4827;5876;6261;6262;8013;8885;9812;10430;11313;11770;12305;13111;13684;14172	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	223;740;1498;2681;2741;2742;3767;4970;4971;6061;6458;6459;8257;9215;10165;10798;11710;11711;12180;12732;13557;14155;14655	1272;1273;3939;3940;3941;3942;3943;3944;3945;3946;3947;3948;3949;3950;3951;3952;3953;3954;7697;7698;7699;7700;7701;7702;7703;7704;7705;13702;13703;13704;13705;13706;13707;13708;13709;13710;14002;14003;14004;14005;14006;14007;14008;14009;14010;14011;14012;14013;14014;14015;14016;14017;19376;25517;25518;25519;25520;25521;25522;25523;25524;25525;25526;25527;25528;25529;25530;25531;31477;31478;31479;31480;31481;31482;31483;31484;33544;33545;33546;33547;33548;33549;33550;33551;33552;33553;33554;33555;33556;33557;42307;42308;42309;42310;42311;42312;42313;42314;42315;42316;47116;47117;47118;47119;47120;47121;47122;47123;47124;47125;47126;51372;51373;51374;54018;54019;54020;54021;54022;54023;54024;54025;54026;54027;54028;54029;54030;58571;58572;58573;58574;58575;58576;58577;58578;58579;58580;58581;58582;58583;58584;58585;58586;58587;58588;58589;58590;58591;58592;58593;58594;58595;58596;58597;60945;60946;60947;60948;60949;60950;64031;64032;64033;64034;64035;68654;68655;68656;68657;68658;68659;68660;68661;68662;68663;68664;68665;72049;72050;72051;72052;72053;72054;74530;74531;74532;74533	1408;1409;1410;4243;4244;4245;4246;4247;4248;4249;4250;4251;4252;4253;4254;4255;4256;4257;4258;4259;8137;8138;8139;8140;8141;8142;8143;8144;8145;14605;14606;14607;14608;14609;14610;14611;14612;14613;14614;14615;14616;14617;14618;14619;14620;14621;14622;14623;14624;14625;14626;14953;14954;14955;14956;14957;14958;14959;14960;14961;14962;14963;14964;14965;14966;14967;14968;14969;14970;14971;14972;20628;26998;26999;27000;27001;27002;27003;27004;27005;27006;27007;27008;33281;33282;33283;33284;33285;33286;33287;35425;35426;35427;35428;35429;35430;35431;35432;35433;35434;35435;35436;35437;35438;44458;44459;44460;44461;44462;44463;44464;44465;44466;44467;44468;44469;49363;49364;49365;49366;49367;49368;49369;49370;49371;49372;49373;49374;49375;49376;49377;53799;53800;56583;56584;56585;56586;56587;56588;56589;56590;56591;56592;56593;61320;61321;61322;61323;61324;61325;61326;61327;61328;61329;61330;61331;61332;61333;61334;61335;61336;61337;61338;61339;61340;61341;61342;61343;61344;61345;61346;63825;63826;63827;63828;67109;67110;67111;67112;67113;72095;72096;72097;72098;72099;72100;72101;72102;72103;72104;72105;72106;72107;72108;72109;72110;72111;72112;72113;72114;72115;75741;75742;75743;75744;75745;78358;78359;78360	1409;4252;8143;14622;14957;14972;20628;27008;33287;35425;35432;44466;49371;53799;56585;61341;63826;67111;72098;75742;78360	377;378	74;436	-1;-1
Q08201	Q08201	7	2	1	Multidrug resistance protein 3	Abcb4	sp|Q08201|MDR3_RAT Phosphatidylcholine translocator ABCB4 OS=Rattus norvegicus OX=10116 GN=Abcb4 PE=1 SV=1	1	7	2	1	7	6	2	1	1	1	5.9	1.7	1.1	140.65	1278	1278	3	4	2						2	0	5.6301	By MS/MS	By MS/MS	949000	1290900	24573	0	1330800	1332400	1318900	1350900	1159500	1250000	1451000	0	0	0	0	0	0	0	0	0	0	0	883800	1199600	106930	93718	1277200	1274500	1333500	1369500	1196900	1224900	1390700	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5.9	5.2	2054200000	1284000000	770240000	7				1093	2415;4505;10777;11475;11483;11732;12635	False;True;False;False;False;True;False	2489;4642;11162;11876;11884;12140;13069	12750;12751;12752;23757;23758;23759;23760;23761;23762;23763;55919;55920;55921;55922;55923;59392;59393;59394;59395;59396;59397;59476;59477;59478;60750;65765;65766;65767;65768;65769;65770	13594;13595;25180;25181;25182;25183;25184;25185;58538;58539;58540;58541;58542;62196;62197;62198;62199;62200;62201;62287;62288;63618;68989;68990;68991;68992;68993;68994	13595;25181;58539;62200;62287;63618;68989			-1
Q08463	Q08463	1	1	1	Frizzled-1	Fzd1	sp|Q08463|FZD1_RAT Frizzled-1 OS=Rattus norvegicus OX=10116 GN=Fzd1 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	2	2	2	71.027	641	641	2		2							0.0004697	1.7101	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	226170000	99471000	126700000	2				1094	13682	True	14153	72044;72045	75736;75737	75736			-1
Q08602	Q08602	6	6	6	Geranylgeranyl transferase type-2 subunit alpha	Rabggta	sp|Q08602|PGTA_RAT Geranylgeranyl transferase type-2 subunit alpha OS=Rattus norvegicus OX=10116 GN=Rabggta PE=1 SV=1	1	6	6	6	6	6	6	6	6	6	18.3	18.3	18.3	64.904	567	567	5.82	2			2		6	3	4	0	70.726	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3	18.3	4470900000	2195200000	2275700000	12				1095	3470;6569;7952;8176;10477;11481	True;True;True;True;True;True	3579;6774;8191;8453;10847;11882	18418;18419;35018;35019;35020;35021;35022;35023;41987;41988;43179;43180;43181;54262;54263;59467;59468	19590;37064;37065;37066;37067;44120;44121;45344;56821;56822;56823;62278	19590;37064;44121;45344;56823;62278	379	271	-1
Q08603	Q08603	1	1	1	Geranylgeranyl transferase type-2 subunit beta	Rabggtb	sp|Q08603|PGTB2_RAT Geranylgeranyl transferase type-2 subunit beta OS=Rattus norvegicus OX=10116 GN=Rabggtb PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	3.3	3.3	3.3	36.856	331	331	2.75		1	3						0	3.6341	By MS/MS	By MS/MS	2338700	2338600	59931	24041	2310200	2459200	2264200	2459300	2630500	2424900	2410900	0	0	0	0	0	0	0	0	0	0	0	2178000	2173500	249350	224420	2217600	2355100	2310400	2499400	2652300	2369700	2332500	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3.3	3.3	752340000	508470000	243870000	7				1096	10495	True	10866	54356;54357;54358;54359	56924;56925;56926;56927;56928;56929;56930	56929			-1
Q08850	Q08850	5	5	5	Syntaxin-4	Stx4	sp|Q08850|STX4_RAT Syntaxin-4 OS=Rattus norvegicus OX=10116 GN=Stx4 PE=1 SV=2	1	5	5	5	5	5	5	5	5	5	22.1	22.1	22.1	34.195	298	298	2.84	2	6	4	7					0	101.29	By MS/MS	By MS/MS	4361500	6281500	0	0	6599200	4711200	7449800	8098700	5717600	7029700	7023300	7002500	11275000	349820	10486000	68004	8887600	9424200	10464000	10010000	13007000	9841500	4060400	5837100	308660	331240	6343600	4572900	7458500	8031200	5938800	6909600	6734700	6518700	10518000	645060	10698000	250660	9188100	9087500	10636000	10152000	12598000	9499000	2	2	0	0	2	2	2	2	2	2	2	2	3	1	3	2	4	4	4	4	4	4	22.1	22.1	3816900000	1740600000	2076300000	19				1097	575;5187;7779;8566;12463	True;True;True;True;True	594;5346;8012;8884;12893	3175;3176;3177;27630;27631;27632;27633;41137;41138;41139;41140;41141;45290;45291;45292;64860;64861;64862;64863	3484;3485;3486;3487;29245;29246;29247;29248;43247;43248;43249;47513;47514;67980;67981;67982;67983;67984;67985	3484;29245;43247;47513;67984			-1
Q08851-2;Q08851	Q08851-2;Q08851	5;5	5;5	5;5	Syntaxin-5	Stx5	sp|Q08851-2|STX5_RAT Isoform 2 of Syntaxin-5 OS=Rattus norvegicus OX=10116 GN=Stx5;sp|Q08851|STX5_RAT Syntaxin-5 OS=Rattus norvegicus OX=10116 GN=Stx5 PE=1 SV=2	2	5	5	5	3	5	3	5	3	5	29.6	29.6	29.6	34.117	301	301;355	3.21		4	5	4		1			0	59.66	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.3	29.6	3121100000	1184900000	1936200000	11				1098	898;5088;5392;12450;12577	True;True;True;True;True	931;5243;5559;12880;13009	4898;4899;4900;4901;27035;28661;28662;28663;28664;64803;65350;65351;65352;65353	5225;5226;5227;5228;28604;30349;30350;67914;68475;68476;68477	5226;28604;30349;67914;68475			-1;-1
Q08877;Q08877-9;Q08877-11;Q08877-13;Q08877-2;Q08877-7;Q08877-4;Q08877-10;Q08877-6;Q08877-12;Q08877-3;Q08877-5	Q08877;Q08877-9;Q08877-11;Q08877-13;Q08877-2;Q08877-7;Q08877-4;Q08877-10;Q08877-6;Q08877-12;Q08877-3;Q08877-5	4;4;4;4;4;4;4;4;4;4;4;4	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	Dynamin-3	Dnm3	sp|Q08877|DYN3_RAT Dynamin-3 OS=Rattus norvegicus OX=10116 GN=Dnm3 PE=1 SV=2;sp|Q08877-9|DYN3_RAT Isoform 8 of Dynamin-3 OS=Rattus norvegicus OX=10116 GN=Dnm3;sp|Q08877-11|DYN3_RAT Isoform 10 of Dynamin-3 OS=Rattus norvegicus OX=10116 GN=Dnm3;sp|Q08877-13|	12	4	1	1	3	3	1	1	1	1	5.9	1.3	1.3	97.913	869	869;848;852;857;858;859;862;863;867;868;873;878	2		2							0	3.8149	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	4.7	680680000	309140000	371540000	4				1099	5249;6728;11389;14061	True;False;False;False	5409;6938;11787;14540	27937;27938;35976;35977;58927;73947	29557;29558;29559;29560;38055;38056;61706;77751	29558;38055;61706;77751			-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Q09073	Q09073	13	13	7	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	Slc25a5	sp|Q09073|ADT2_RAT ADP/ATP translocase 2 OS=Rattus norvegicus OX=10116 GN=Slc25a5 PE=1 SV=3	1	13	13	7	13	11	13	11	7	5	45.6	45.6	21.8	32.901	298	298	4.33	8	10	7	4	6	5	7	8	0	168.87	By MS/MS	By MS/MS	220770000	218180000	2787100	3855800	193390000	195900000	271870000	253370000	241500000	231230000	245930000	170180000	156890000	4044500	141570000	1110900	145100000	123760000	148710000	134060000	156410000	117060000	205580000	202780000	19809000	20937000	187520000	188950000	270720000	254050000	247170000	226740000	237100000	158480000	146340000	15308000	145560000	3447700	147680000	119440000	151250000	135330000	152440000	113450000	13	13	10	4	13	13	13	13	13	13	13	14	14	11	14	11	14	14	14	14	14	14	45.6	39.3	49087000000	29869000000	19217000000	49				1100	131;1598;3656;4110;4228;4353;4600;9558;9559;11713;11745;14363;14382	True;True;True;True;True;True;True;True;True;True;True;True;True	133;1655;3771;4236;4356;4486;4740;9909;9910;12121;12153;14848;14867	726;727;8547;8548;8549;8550;8551;8552;8553;8554;8555;8556;19401;19402;19403;21710;21711;21712;21713;21714;21715;22342;23036;23037;23038;23039;23040;23041;24191;24192;24193;24194;24195;50246;50247;50248;50249;50250;50251;60621;60622;60623;60803;60804;60805;60806;60807;60808;60809;60810;75430;75431;75510;75511;75512	772;9054;9055;9056;9057;9058;9059;9060;9061;9062;9063;20657;20658;23100;23101;23102;23103;23744;24450;24451;24452;24453;24454;24455;25629;25630;25631;25632;52640;52641;52642;52643;52644;52645;52646;63474;63475;63476;63667;63668;63669;63670;63671;63672;63673;63674;79293;79294;79371	772;9055;20657;23101;23744;24450;25629;52642;52645;63476;63673;79293;79371			-1
Q09167;Q09167-2	Q09167;Q09167-2	6;4	6;4	6;4	Serine/arginine-rich splicing factor 5	Srsf5	sp|Q09167|SRSF5_RAT Serine/arginine-rich splicing factor 5 OS=Rattus norvegicus OX=10116 GN=Srsf5 PE=1 SV=1;sp|Q09167-2|SRSF5_RAT Isoform 2 of Serine/arginine-rich splicing factor 5 OS=Rattus norvegicus OX=10116 GN=Srsf5	2	6	6	6	5	6	5	6	5	6	19.7	19.7	19.7	30.891	269	269;124	4.48	1	2	3	6	7	8			0	42.763	By MS/MS	By MS/MS	3806100	4312300	127900	7746.5	4182300	3691500	4336600	4222200	4545600	4494800	4434900	0	0	0	0	0	3029800	2756000	2524600	2677300	4156200	2985300	3544800	4007700	440020	367020	4021800	3545400	4397200	4274200	4611300	4378600	4281600	0	0	0	0	0	2888300	2649000	2641200	2738100	3992000	2870300	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	19.7	19.7	8954400000	5065300000	3889100000	30				1101	1462;3900;7417;9375;10045;10046	True;True;True;True;True;True	1515;4023;7642;9720;10401;10402	7770;20720;20721;39361;39362;39363;39364;39365;39366;39367;39368;39369;39370;39371;39372;49489;49490;49491;49492;52434;52435;52436;52437;52438;52439;52440;52441	8213;22044;22045;41422;41423;41424;41425;41426;41427;41428;41429;41430;41431;41432;41433;41434;41435;51863;51864;51865;51866;54933;54934;54935;54936;54937;54938;54939;54940;54941	8213;22044;41433;51864;54933;54938			-1;-1
Q09325	Q09325	2	2	2	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Mgat1	sp|Q09325|MGAT1_RAT Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Rattus norvegicus OX=10116 GN=Mgat1 PE=2 SV=1	1	2	2	2	2	2	2	2	2	2	6.3	6.3	6.3	51.585	447	447	4.8	2						2	1	0	8.6512	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3	6.3	1074700000	598630000	476040000	5				1102	2856;4740	True;True	2944;4883	14973;14974;24980;24981;24982	15950;15951;15952;26443;26444	15951;26444			-1
Q0KL00	Q0KL00	3	3	3	Piezo-type mechanosensitive ion channel component 1	Piezo1	sp|Q0KL00|PIEZ1_RAT Piezo-type mechanosensitive ion channel component 1 OS=Rattus norvegicus OX=10116 GN=Piezo1 PE=1 SV=3	1	3	3	3	3	2	3	2	3	2	2	2	2	290.31	2535	2535	1.17	5	1							0	20.908	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384800	1241600	1707900	1322500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347700	1211700	1654700	1273200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1.4	1063000000	749120000	313870000	4				1103	2471;3560;4455	True;True;True	2548;3672;4589	12997;12998;18961;23540;23541;23542	13854;13855;20176;24961	13854;20176;24961			-1
